ENSG00000223972.4	chr1	13413	14413	+
ENSG00000227232.4	chr1	28807	29807	-
ENSG00000243485.2	chr1	30110	31110	+
ENSG00000237613.2	chr1	35082	36082	-
ENSG00000268020.2	chr1	53937	54937	+
ENSG00000240361.1	chr1	62888	63888	+
ENSG00000186092.4	chr1	69009	70009	+
ENSG00000238009.2	chr1	132567	133567	-
ENSG00000239945.1	chr1	90106	91106	-
ENSG00000233750.3	chr1	133837	134837	+
ENSG00000237683.5	chr1	138380	139380	-
ENSG00000268903.1	chr1	134896	135896	-
ENSG00000269981.1	chr1	136966	137966	-
ENSG00000239906.1	chr1	139340	140340	-
ENSG00000241860.2	chr1	172863	173863	-
ENSG00000222623.1	chr1	156888	157888	-
ENSG00000241599.1	chr1	160526	161526	+
ENSG00000228463.4	chr1	266254	267254	-
ENSG00000241670.2	chr1	227776	228776	-
ENSG00000237094.7	chr1	452949	453949	+
ENSG00000250575.1	chr1	327113	328113	+
ENSG00000233653.3	chr1	331237	332237	-
ENSG00000224813.2	chr1	333306	334306	+
ENSG00000235249.1	chr1	367635	368635	+
ENSG00000269732.1	chr1	378468	379468	-
ENSG00000256186.1	chr1	449911	450911	-
ENSG00000236601.1	chr1	459481	460481	-
ENSG00000236743.1	chr1	460955	461955	+
ENSG00000236679.2	chr1	470356	471356	+
ENSG00000231709.1	chr1	522834	523834	-
ENSG00000235146.2	chr1	529149	530149	+
ENSG00000239664.2	chr1	531879	532879	-
ENSG00000230021.3	chr1	658931	659931	-
ENSG00000223659.1	chr1	563391	564391	-
ENSG00000225972.1	chr1	563814	564814	+
ENSG00000225630.1	chr1	565064	566064	+
ENSG00000237973.1	chr1	566997	567997	+
ENSG00000229344.1	chr1	567819	568819	+
ENSG00000240409.1	chr1	568122	569122	+
ENSG00000248527.1	chr1	568757	569757	+
ENSG00000198744.5	chr1	569303	570303	+
ENSG00000268663.1	chr1	609646	610646	+
ENSG00000185097.2	chr1	621054	622054	-
ENSG00000229376.3	chr1	659284	660284	+
ENSG00000224956.5	chr1	662528	663528	-
ENSG00000235373.1	chr1	684397	685397	-
ENSG00000223181.1	chr1	692717	693717	-
ENSG00000240618.1	chr1	699306	700306	-
ENSG00000229905.1	chr1	696370	697370	+
ENSG00000228327.2	chr1	713007	714007	-
ENSG00000237491.4	chr1	744441	745441	+
ENSG00000230092.3	chr1	744542	745542	-
ENSG00000269831.1	chr1	738138	739138	-
ENSG00000240453.1	chr1	752093	753093	-
ENSG00000177757.1	chr1	754215	755215	+
ENSG00000225880.4	chr1	761903	762903	-
ENSG00000228794.4	chr1	793827	794827	+
ENSG00000230368.2	chr1	811284	812284	-
ENSG00000234711.1	chr1	808730	809730	+
ENSG00000269308.1	chr1	818984	819984	+
ENSG00000272438.1	chr1	850357	851357	+
ENSG00000230699.2	chr1	849329	850329	+
ENSG00000241180.1	chr1	849352	850352	+
ENSG00000223764.2	chr1	855397	856397	-
ENSG00000187634.6	chr1	878956	879956	+
ENSG00000268179.1	chr1	865446	866446	-
ENSG00000188976.6	chr1	893690	894690	-
ENSG00000187961.9	chr1	900096	901096	+
ENSG00000187583.6	chr1	910246	911246	+
ENSG00000187642.5	chr1	916498	917498	-
ENSG00000272512.1	chr1	932432	933432	-
ENSG00000188290.6	chr1	934553	935553	-
ENSG00000231702.2	chr1	942610	943610	-
ENSG00000224969.1	chr1	947574	948574	-
ENSG00000187608.5	chr1	948921	949921	+
ENSG00000188157.9	chr1	990497	991497	+
ENSG00000242590.1	chr1	990497	991497	+
ENSG00000217801.5	chr1	1003736	1004736	+
ENSG00000273443.1	chr1	997669	998669	-
ENSG00000237330.2	chr1	1008688	1009688	-
ENSG00000131591.13	chr1	1050742	1051742	-
ENSG00000223823.1	chr1	1078437	1079437	+
ENSG00000207730.1	chr1	1101579	1102579	+
ENSG00000207607.1	chr1	1102333	1103333	+
ENSG00000198976.1	chr1	1103468	1104468	+
ENSG00000272141.1	chr1	1104724	1105724	+
ENSG00000205231.1	chr1	1113936	1114936	-
ENSG00000162571.9	chr1	1132316	1133316	+
ENSG00000186891.9	chr1	1141072	1142072	-
ENSG00000186827.6	chr1	1148519	1149519	-
ENSG00000078808.12	chr1	1166412	1167412	-
ENSG00000176022.3	chr1	1169422	1170422	+
ENSG00000184163.3	chr1	1181103	1182103	-
ENSG00000260179.1	chr1	1185715	1186715	-
ENSG00000160087.16	chr1	1208266	1209266	-
ENSG00000230415.1	chr1	1214801	1215801	+
ENSG00000162572.15	chr1	1226410	1227410	+
ENSG00000131584.14	chr1	1243990	1244990	-
ENSG00000169972.7	chr1	1246058	1247058	+
ENSG00000127054.14	chr1	1259072	1260072	-
ENSG00000240731.1	chr1	1253070	1254070	-
ENSG00000224051.2	chr1	1263278	1264278	+
ENSG00000169962.4	chr1	1269687	1270687	+
ENSG00000107404.13	chr1	1283731	1284731	-
ENSG00000162576.12	chr1	1296158	1297158	-
ENSG00000175756.9	chr1	1309876	1310876	-
ENSG00000223663.2	chr1	1313413	1314413	+
ENSG00000221978.7	chr1	1333709	1334709	-
ENSG00000224870.3	chr1	1336427	1337427	+
ENSG00000242485.1	chr1	1341694	1342694	-
ENSG00000264293.1	chr1	1340133	1341133	-
ENSG00000272455.1	chr1	1344999	1345999	+
ENSG00000235098.4	chr1	1356150	1357150	-
ENSG00000225905.1	chr1	1357072	1358072	+
ENSG00000205116.3	chr1	1362168	1363168	+
ENSG00000225285.1	chr1	1368954	1369954	-
ENSG00000179403.10	chr1	1377263	1378263	+
ENSG00000215915.5	chr1	1404539	1405539	+
ENSG00000160072.15	chr1	1432229	1433229	+
ENSG00000197785.9	chr1	1469068	1470068	+
ENSG00000205090.4	chr1	1474834	1475834	-
ENSG00000160075.10	chr1	1509250	1510250	-
ENSG00000215791.2	chr1	1498905	1499905	-
ENSG00000215014.3	chr1	1510374	1511374	+
ENSG00000236684.1	chr1	1514380	1515380	+
ENSG00000228594.1	chr1	1534477	1535477	-
ENSG00000272106.1	chr1	1550176	1551176	-
ENSG00000197530.8	chr1	1564991	1565991	+
ENSG00000189409.8	chr1	1569640	1570640	+
ENSG00000248333.3	chr1	1589474	1590474	-
ENSG00000272004.1	chr1	1593064	1594064	+
ENSG00000189339.7	chr1	1623168	1624168	-
ENSG00000269737.1	chr1	1603851	1604851	+
ENSG00000269227.1	chr1	1604837	1605837	+
ENSG00000215914.3	chr1	1632250	1633250	+
ENSG00000008128.18	chr1	1654767	1655767	-
ENSG00000268575.1	chr1	1668128	1669128	-
ENSG00000227775.3	chr1	1667691	1668691	+
ENSG00000215790.2	chr1	1676432	1677432	-
ENSG00000008130.11	chr1	1710897	1711897	-
ENSG00000078369.13	chr1	1821496	1822496	-
ENSG00000231050.1	chr1	1823098	1824098	+
ENSG00000169885.5	chr1	1847736	1848736	+
ENSG00000178821.8	chr1	1849713	1850713	-
ENSG00000142609.13	chr1	1934277	1935277	-
ENSG00000233542.1	chr1	1945970	1946970	-
ENSG00000187730.6	chr1	1961193	1962193	+
ENSG00000226969.1	chr1	1980510	1981510	-
ENSG00000067606.11	chr1	2115835	2116835	+
ENSG00000271806.1	chr1	2075719	2076719	-
ENSG00000182873.4	chr1	2114829	2115829	-
ENSG00000162585.12	chr1	2143160	2144160	-
ENSG00000269554.1	chr1	2122180	2123180	+
ENSG00000203301.2	chr1	2144621	2145621	-
ENSG00000243558.1	chr1	2143014	2144014	-
ENSG00000234396.3	chr1	2151178	2152178	+
ENSG00000157933.9	chr1	2240559	2241559	+
ENSG00000116151.9	chr1	2322147	2323147	-
ENSG00000272161.1	chr1	2257133	2258133	-
ENSG00000269753.1	chr1	2258043	2259043	+
ENSG00000269896.1	chr1	2283260	2284260	-
ENSG00000238240.2	chr1	2282297	2283297	-
ENSG00000272420.1	chr1	2294068	2295068	-
ENSG00000271921.1	chr1	2305793	2306793	-
ENSG00000271847.1	chr1	2308800	2309800	-
ENSG00000178642.5	chr1	2318923	2319923	+
ENSG00000157916.14	chr1	2335884	2336884	+
ENSG00000157911.5	chr1	2344237	2345237	-
ENSG00000149527.13	chr1	2435970	2436970	+
ENSG00000224387.1	chr1	2423698	2424698	-
ENSG00000229393.1	chr1	2424919	2425919	-
