ENSG00000223972.4	chr1	4413	14413	+
ENSG00000227232.4	chr1	19807	29807	-
ENSG00000243485.2	chr1	21110	31110	+
ENSG00000237613.2	chr1	26082	36082	-
ENSG00000268020.2	chr1	44937	54937	+
ENSG00000240361.1	chr1	53888	63888	+
ENSG00000186092.4	chr1	60009	70009	+
ENSG00000238009.2	chr1	123567	133567	-
ENSG00000239945.1	chr1	81106	91106	-
ENSG00000233750.3	chr1	124837	134837	+
ENSG00000237683.5	chr1	129380	139380	-
ENSG00000268903.1	chr1	125896	135896	-
ENSG00000269981.1	chr1	127966	137966	-
ENSG00000239906.1	chr1	130340	140340	-
ENSG00000241860.2	chr1	163863	173863	-
ENSG00000222623.1	chr1	147888	157888	-
ENSG00000241599.1	chr1	151526	161526	+
ENSG00000228463.4	chr1	257254	267254	-
ENSG00000241670.2	chr1	218776	228776	-
ENSG00000237094.7	chr1	443949	453949	+
ENSG00000250575.1	chr1	318113	328113	+
ENSG00000233653.3	chr1	322237	332237	-
ENSG00000224813.2	chr1	324306	334306	+
ENSG00000235249.1	chr1	358635	368635	+
ENSG00000269732.1	chr1	369468	379468	-
ENSG00000256186.1	chr1	440911	450911	-
ENSG00000236601.1	chr1	450481	460481	-
ENSG00000236743.1	chr1	451955	461955	+
ENSG00000236679.2	chr1	461356	471356	+
ENSG00000231709.1	chr1	513834	523834	-
ENSG00000235146.2	chr1	520149	530149	+
ENSG00000239664.2	chr1	522879	532879	-
ENSG00000230021.3	chr1	649931	659931	-
ENSG00000223659.1	chr1	554391	564391	-
ENSG00000225972.1	chr1	554814	564814	+
ENSG00000225630.1	chr1	556064	566064	+
ENSG00000237973.1	chr1	557997	567997	+
ENSG00000229344.1	chr1	558819	568819	+
ENSG00000240409.1	chr1	559122	569122	+
ENSG00000248527.1	chr1	559757	569757	+
ENSG00000198744.5	chr1	560303	570303	+
ENSG00000268663.1	chr1	600646	610646	+
ENSG00000185097.2	chr1	612054	622054	-
ENSG00000229376.3	chr1	650284	660284	+
ENSG00000224956.5	chr1	653528	663528	-
ENSG00000235373.1	chr1	675397	685397	-
ENSG00000223181.1	chr1	683717	693717	-
ENSG00000240618.1	chr1	690306	700306	-
ENSG00000229905.1	chr1	687370	697370	+
ENSG00000228327.2	chr1	704007	714007	-
ENSG00000237491.4	chr1	735441	745441	+
ENSG00000230092.3	chr1	735542	745542	-
ENSG00000269831.1	chr1	729138	739138	-
ENSG00000240453.1	chr1	743093	753093	-
ENSG00000177757.1	chr1	745215	755215	+
ENSG00000225880.4	chr1	752903	762903	-
ENSG00000228794.4	chr1	784827	794827	+
ENSG00000230368.2	chr1	802284	812284	-
ENSG00000234711.1	chr1	799730	809730	+
ENSG00000269308.1	chr1	809984	819984	+
ENSG00000272438.1	chr1	841357	851357	+
ENSG00000230699.2	chr1	840329	850329	+
ENSG00000241180.1	chr1	840352	850352	+
ENSG00000223764.2	chr1	846397	856397	-
ENSG00000187634.6	chr1	869956	879956	+
ENSG00000268179.1	chr1	856446	866446	-
ENSG00000188976.6	chr1	884690	894690	-
ENSG00000187961.9	chr1	891096	901096	+
ENSG00000187583.6	chr1	901246	911246	+
ENSG00000187642.5	chr1	907498	917498	-
ENSG00000272512.1	chr1	923432	933432	-
ENSG00000188290.6	chr1	925553	935553	-
ENSG00000231702.2	chr1	933610	943610	-
ENSG00000224969.1	chr1	938574	948574	-
ENSG00000187608.5	chr1	939921	949921	+
ENSG00000188157.9	chr1	981497	991497	+
ENSG00000242590.1	chr1	981497	991497	+
