ENSG00000223972.5	chr1	13410	14410	+
ENSG00000227232.5	chr1	28571	29571	-
ENSG00000278267.1	chr1	16437	17437	-
ENSG00000243485.5	chr1	30110	31110	+
ENSG00000284332.1	chr1	29504	30504	+
ENSG00000237613.2	chr1	35082	36082	-
ENSG00000268020.3	chr1	52313	53313	+
ENSG00000240361.2	chr1	63117	64117	+
ENSG00000186092.6	chr1	70586	71586	+
ENSG00000238009.6	chr1	132724	133724	-
ENSG00000239945.1	chr1	90106	91106	-
ENSG00000233750.3	chr1	133837	134837	+
ENSG00000268903.1	chr1	134896	135896	-
ENSG00000269981.1	chr1	136966	137966	-
ENSG00000239906.1	chr1	139340	140340	-
ENSG00000241860.7	chr1	172863	173863	-
ENSG00000222623.1	chr1	156888	157888	-
ENSG00000241599.1	chr1	160526	161526	+
ENSG00000279928.2	chr1	183175	184175	+
ENSG00000279457.4	chr1	194412	195412	-
ENSG00000273874.1	chr1	186959	187959	-
ENSG00000228463.10	chr1	358682	359682	-
ENSG00000286448.1	chr1	267656	268656	+
ENSG00000236679.2	chr1	347367	348367	-
ENSG00000236601.2	chr1	365053	366053	+
ENSG00000237094.12	chr1	521929	522929	-
ENSG00000269732.1	chr1	439233	440233	+
ENSG00000284733.2	chr1	450679	451679	-
ENSG00000233653.3	chr1	488907	489907	+
ENSG00000250575.1	chr1	492242	493242	-
ENSG00000278757.1	chr1	515480	516480	-
ENSG00000230021.10	chr1	826797	827797	-
ENSG00000235146.2	chr1	593769	594769	+
ENSG00000225972.1	chr1	628434	629434	+
ENSG00000225630.1	chr1	629684	630684	+
ENSG00000237973.1	chr1	631617	632617	+
ENSG00000278791.1	chr1	631414	632414	-
ENSG00000229344.1	chr1	632439	633439	+
ENSG00000240409.1	chr1	632742	633742	+
ENSG00000248527.1	chr1	633377	634377	+
ENSG00000198744.5	chr1	633923	634923	+
ENSG00000268663.1	chr1	674266	675266	+
ENSG00000284662.1	chr1	685674	686674	-
ENSG00000229376.3	chr1	723904	724904	+
ENSG00000228327.3	chr1	777627	778627	-
ENSG00000223181.1	chr1	757337	758337	-
ENSG00000229905.1	chr1	760990	761990	+
ENSG00000237491.10	chr1	809066	810066	+
ENSG00000285268.1	chr1	781051	782051	+
ENSG00000230092.7	chr1	816713	817713	-
ENSG00000177757.2	chr1	818838	819838	+
ENSG00000228794.10	chr1	858447	859447	+
ENSG00000225880.5	chr1	826523	827523	-
ENSG00000288531.1	chr1	867203	868203	+
ENSG00000230368.2	chr1	875904	876904	-
ENSG00000234711.1	chr1	873350	874350	+
ENSG00000283040.1	chr1	876235	877235	-
ENSG00000272438.1	chr1	914977	915977	+
ENSG00000230699.2	chr1	913949	914949	+
ENSG00000241180.1	chr1	913972	914972	+
ENSG00000223764.2	chr1	920017	921017	-
ENSG00000187634.13	chr1	943576	944576	+
ENSG00000188976.11	chr1	958310	959310	-
ENSG00000187961.14	chr1	964720	965720	+
ENSG00000187583.11	chr1	974866	975866	+
ENSG00000187642.9	chr1	981094	982094	-
ENSG00000272512.1	chr1	997052	998052	-
ENSG00000188290.11	chr1	999173	1000173	-
ENSG00000187608.10	chr1	1013541	1014541	+
ENSG00000231702.2	chr1	1007230	1008230	-
ENSG00000224969.1	chr1	1012194	1013194	-
ENSG00000188157.15	chr1	1055119	1056119	+
ENSG00000242590.1	chr1	1055117	1056117	+
ENSG00000217801.10	chr1	1068356	1069356	+
ENSG00000273443.1	chr1	1062289	1063289	-
ENSG00000237330.3	chr1	1073307	1074307	-
ENSG00000131591.18	chr1	1115362	1116362	-
ENSG00000285812.1	chr1	1103599	1104599	+
ENSG00000223823.1	chr1	1143057	1144057	+
ENSG00000207730.3	chr1	1166199	1167199	+
ENSG00000207607.3	chr1	1166953	1167953	+
ENSG00000198976.1	chr1	1168088	1169088	+
ENSG00000272141.1	chr1	1169344	1170344	+
